"F [GHz]","Ldiff [] - $S='8um'","Ldiff [] - $S='11um'","Ldiff [] - $S='12um'","Ldiff [] - $S='14um'","Ldiff [] - $S='16um'","Qdiff [] - $S='8um'","Qdiff [] - $S='11um'","Qdiff [] - $S='12um'","Qdiff [] - $S='14um'","Qdiff [] - $S='16um'"
0.6,4.71521578477709,4.53238896398744,4.46679760535792,4.32591256408362,4.21203767969251,7.33199392018196,7.35127254151292,7.33754731093578,7.23019221262108,7.23585422355974
0.65,4.70542712376003,4.52314518667407,4.45761041023985,4.31676340130806,4.20354270709527,7.66339107774105,7.71584039344299,7.70547188826571,7.59550158238294,7.61894889439036
0.7,4.69681605534766,4.51507183196413,4.44957383974354,4.3087002862831,4.19607571538802,7.97788705707576,8.06534622072112,8.05857859731655,7.94619909400281,7.98803649145824
0.75,4.68939701905556,4.5081464937594,4.44266031498078,4.30169628287537,4.18960038376083,8.27915236949797,8.40244327626151,8.3993934009651,8.28469154759148,8.34524202420011
0.8,4.6831985547715,4.50234667953127,4.43684123447624,4.29572049339941,4.18407732778549,8.57006896652621,8.72911520723701,8.72979559990739,8.6127665817805,8.69213588525997
0.85,4.67825147066598,4.49764692361427,4.43208505086507,4.29073784103072,4.17946446222939,8.85262857435719,9.04672528315554,9.05108021670883,8.93167431688416,9.02981616300276
0.9,4.67457824242911,4.49401733791726,4.42835656983285,4.28670964072122,4.17571787973679,9.12788183618559,9.35607767478496,9.36402743054902,9.24220888271088,9.35898772033968
0.95,4.67218475259891,4.49142318225274,4.42561702536488,4.28359452692287,4.17279286555535,9.39595560661751,9.65748585205923,9.66897399808588,9.54478484925461,9.68003381992319
1,4.67105523672966,4.48982511777813,4.42382460576715,4.28134947132611,4.17064484476163,9.6561456285119,9.95084468771175,9.96588363282921,9.83950631422943,9.99307873768782
1.05,4.67072617212577,4.48891919055405,4.42268661313173,4.2797052741713,4.16898712679191,9.9082923770034,10.2365456094793,10.2555955202757,10.1280751627038,10.3009609017123
1.1,4.67135545478924,4.48882405715283,4.42233242796985,4.27880220139593,4.16801523803928,10.1552183836086,10.5161821339252,10.539214988731,10.4105495113904,10.6025716691114
1.15,4.67291298353836,4.48950253323425,4.42272355062732,4.27859973476732,4.16768650105108,10.3972250761047,10.7899643697243,10.8169275746582,10.6871036504047,10.898013599319
1.2,4.67536973578714,4.49092036934982,4.42382469607123,4.27906111253451,4.16796271409745,10.6345159546262,11.0580373808473,11.088859274316,10.9578623096203,11.187354708579
1.25,4.67869830205875,4.49304636256174,4.42560384292654,4.28015324745491,4.16880989064226,10.8672196788608,11.3204977113314,11.355092187188,11.2229140840943,11.4706394847413
1.3,4.68287321587821,4.49585233085133,4.42803215566961,4.28184654166434,4.17019793198443,11.0954078381625,11.5774056818295,11.6156760482934,11.4823210890743,11.747896489295
1.35,4.68787113767409,4.49931300309244,4.43108383159368,4.28411464691887,4.17210027518081,11.3191086531625,11.8287945682565,11.8706367514432,11.7361259134524,12.0191435645151
1.4,4.69367093643586,4.50340586079593,4.43473590746638,4.28693420194369,4.17449354228933,11.5383175655837,12.0746774824653,12.1199826725026,11.9843566444158,12.2843913740012
1.45,4.70025370135785,4.50811095595741,4.43896804895873,4.29028456699046,4.17735720619682,11.7530054447669,12.3150525571683,12.36370938338,12.2270305183817,12.5436457938057
1.5,4.70760270695461,4.513410720971,4.44376233766672,4.29414756778252,4.18067328121646,11.9631249641141,12.5499068761464,12.6018031866148,12.464156594911,12.7969095189041
1.55,4.71570334857904,4.51928978074942,4.44910306486833,4.29850725572804,4.18442604209302,12.1686155673421,12.779219472433,12.8342437829412,12.6957377360449,13.0441831403085
