"F [GHz]","Qdiff []","Ldiff []"
13.3,-11.3078375862079,-3.99881860529672
13.35,-11.437407853487,-3.9265317942983
13.4,-11.5655556162763,-3.85634120850095
13.45,-11.6922703126191,-3.78815864798875
13.5,-11.8175414599037,-3.72190075379665
13.55,-11.9413586575343,-3.65748868222735
13.6,-12.0637115897361,-3.59484780496125
13.65,-12.1845900284909,-3.53390743262155
13.7,-12.3039838366007,-3.47460055969404
13.75,-12.4218829708787,-3.41686362891217
13.8,-12.538277485464,-3.36063631340541
13.85,-12.6531575352587,-3.30586131507613
13.9,-12.766513379484,-3.2524841778189
13.95,-12.8783353853521,-3.2004531143292
14,-12.9886140318533,-3.1497188453674
14.05,-13.097339913652,-3.10023445044999
14.1,-13.2045037450913,-3.0519552290359
14.15,-13.3100963643014,-3.00483857136053
14.2,-13.4141087374091,-2.95884383814794
14.25,-13.5165319628429,-2.91393224849984
14.3,-13.6173572757337,-2.87006677532304
14.35,-13.7165760524026,-2.82721204771268
14.4,-13.8141798149358,-2.78533425975952
14.45,-13.9101602358391,-2.74440108529516
14.5,-14.0045091427704,-2.70438159813067
14.55,-14.0972185233435,-2.6652461973814
14.6,-14.1882805299991,-2.62696653750492
14.65,-14.2776874849403,-2.58951546270983
14.7,-14.3654318851231,-2.55286694542117
14.75,-14.4515064073014,-2.51699602851353
14.8,-14.5359039131193,-2.48187877104657
14.85,-14.618617454244,-2.44749219725805
14.9,-14.699640277536,-2.41381424858956
14.95,-14.7789658302505,-2.38082373853691
15,-14.8565877652622,-2.34850031013387
