"F [GHz]","Ldiff [] - $R_out='180um'","Ldiff [] - $R_out='190um'","Ldiff [] - $R_out='200um'","Ldiff [] - $R_out='210um'","Ldiff [] - $R_out='213um'","Ldiff [] - $R_out='220um'","Qdiff [] - $R_out='180um'","Qdiff [] - $R_out='190um'","Qdiff [] - $R_out='200um'","Qdiff [] - $R_out='210um'","Qdiff [] - $R_out='213um'","Qdiff [] - $R_out='220um'"
12.3,-25.1796192699644,-12.0128039361809,-7.09544505240516,-4.69027745501773,-4.4063307582214,-3.82312453644064,-1.02861560777722,-4.13924958312377,-7.55402004584101,-10.9977736343013,-11.8987188902722,-13.3019284659414
12.35,-24.6509021891483,-11.5045191536959,-6.89589674261886,-4.59095821265976,-4.31720383378677,-3.75263613292569,-1.20956032473889,-4.3223416022095,-7.7359127963677,-11.1617911823166,-12.0610556598276,-13.4478593306681
12.4,-23.7081241991228,-11.0327389481993,-6.7059511497746,-4.49510173611469,-4.23101902893222,-3.684217712945,-1.39024468905223,-4.50478687131594,-7.91670681842547,-11.3241977007116,-12.2216566379715,-13.5918508979727
12.45,-22.5742307922913,-10.5939248881608,-6.52494545856592,-4.40253312852593,-4.1476355529312,-3.61778113741313,-1.57065083060044,-4.6865670971486,-8.09638486888299,-11.4849795381082,-12.3805090567031,-13.7338947111942
12.5,-21.3800551706859,-10.18494153175,-6.35227549802668,-4.31308898397561,-4.06692139288009,-3.55324316676629,-1.75076086717884,-4.8676640268898,-8.27492986459767,-11.6441233500142,-12.5376005201721,-13.8739827314181
12.55,-20.1984235143314,-9.80300889181586,-6.18738950626181,-4.22661646516865,-3.98875264385479,-3.49052512661613,-1.93055690450456,-5.04805944899784,-8.45232488354432,-11.8016160995982,-12.6929190054815,-14.0121073372595
12.6,-19.0673837777111,-9.44565931168331,-6.02978265897628,-4.14297246796752,-3.91301289915589,-3.42955260030731,-2.11002103633664,-5.227735194126,-8.62855316601089,-11.9574450584449,-12.8464528634167,-14.1482613245456
12.65,-18.0047669076461,-9.11069902990114,-5.87899225726363,-4.06202286344898,-3.83959269448118,-3.37025514589644,-2.28913534470709,-5.40667313616122,-8.80359811586124,-12.1115978072882,-12.9981908190978,-14.2824379058943
12.7,-17.0169503287699,-8.7961743026103,-5.73459348570831,-3.98364180927335,-3.76838900057169,-3.31256603532736,-2.46788190026456,-5.584855193383,-8.97744330186032,-12.2640622367194,-13.1481219725525,-14.4146307101887
12.75,-16.1040194289031,-8.50034175036172,-5.59619566497303,-3.90771112312878,-3.69930475949496,-3.25642201380545,-2.64624276273115,-5.76226332974189,-9.15007245906425,-12.4148265478707,-13.2962357992059,-14.5448337819435
12.8,-15.2627670511491,-8.2216425125006,-5.46343893408984,-3.8341197118584,-3.63224846027045,-3.20176307757582,-2.82419998147394,-5.93887955625815,-9.32146949027169,-12.5638792530677,-13.4425221502879,-14.6730415805606
12.85,-14.4884162381101,-7.95867977406273,-5.33599130699321,-3.76276305061462,-3.56713375001577,-3.14853226848953,-3.00173559619171,-6.11468593253952,-9.49161846753628,-12.7112091764546,-13.5869712531532,-14.7992489794781
12.9,-13.7755947219162,-7.71019924669884,-5.21354605571033,-3.69354270702821,-3.50387907720862,-3.09667548390152,-3.17883163771793,-6.28966456841886,-9.66050363373653,-12.8568054545866,-13.7295737115108,-14.9234512652015
12.95,-13.1188727214211,-7.47507221859111,-5.09581937929258,-3.62636590594207,-3.44240736402584,-3.04614130058608,-3.35547012894082,-6.46379762571005,-9.82810940420544,-13.0006575369879,-13.8703205055684,-15.0456441362253
13,-12.5130469330741,-7.25228082844187,-4.98254832322987,-3.56114513075263,-3.38264570504332,-2.9968808114825,-3.5316330858411,-6.63706732008286,-9.99442036841449,-13.142755186675,-14.0092029920781,-15.1658237018361
13.05,-11.9532780252037,-7.04090525974718,-4.87348891889931,-3.49779775783466,-3.32452508986566,-2.94884747419664,-3.70730251864817,-6.80945592305526,-10.1594212917123,-13.2830884806443,-14.1462129042919,-15.283986480801
13.1,-11.4351446505977,-6.84011259073161,-4.76841451669703,-3.43624572090541,-3.26798014750616,-2.9019969702855,-3.88246043311524,-6.98094576410315,-10.3230971171162,-13.4216478103162,-14.2813423518211,-15.4001293999385
13.15,-10.9546509863886,-6.64914707110035,-4.66711428999898,-3.37641520251959,-3.21294891056071,-2.85628707444248,-4.0570888319138,-7.15151923288656,-10.4854329671556,-13.5584238819458,-14.4145838203971,-15.5142497925706
13.2,-10.5082094904227,-6.4673216286304,-4.56939189008893,-3.31823635018203,-3.15937259741699,-2.81167753278233,-4.23116971614803,-7.321158781591,-10.6464141457619,-13.6934077169838,-14.5459301715332,-15.6263453968551
13.25,-10.0926115064232,-6.29401043654358,-4.47506423475619,-3.26164301482633,-3.10719541091593,-2.76812994949792,-4.40468508698942,-7.48984692738416,-10.8060261402094,-13.8265906524012,-14.6753746420896,-15.736414354001
13.3,-9.70499298188795,-6.12864239680509,-4.38396041546868,-3.20657250963915,-3.05636435203869,-2.72560768122633,-4.57761694743128,-7.65756625498533,-10.9642546230978,-13.9579643409628,-14.802910843733,-15.8444552063592
13.35,-9.34279937829649,-5.97069541531648,-4.29592070992342,-3.1529653874146,-3.00682904733148,-2.68407573852103,-4.74994730416458,-7.82429941934771,-11.1210854543816,-14.0875207514584,-14.9285327622968,-15.9504668953982
13.4,-9.00375196862307,-5.81969136280613,-4.21079568841201,-3.10076523480551,-2.95854158890492,-2.64350069388009,-4.92165816957325,-7.99002914845173,-11.2765046834394,-14.2152521688837,-15.0522347570362,-16.0544487595548
13.45,-8.68581660928679,-5.67519163044852,-4.12844540385235,-3.04991848199979,-2.91145638595507,-2.60385059582829,-5.09273156385099,-8.15473824620811,-11.4304985511825,-14.341151194573,-15.1740115597814,-16.1564005319685
13.5,-8.38717543111576,-5.53679320222105,-4.04873865656203,-3.00037422649462,-2.86553002685304,-2.56509488859443,-5.26314951723757,-8.31840959546883,-11.5830534922006,-14.4652107462808,-15.2938582739844,-16.2563223380908
13.55,-8.10620153015185,-5.40412517705742,-3.97155232591106,-2.9520840697693,-2.82072115093821,-2.52720433696434,-5.43289407237556,-8.48102616114546,-11.7341561369464,-14.5874240582126,-15.4117703736611,-16.3542146931777
13.6,-7.84143654191819,-5.27684568326404,-3.89677076191481,-2.90500196577265,-2.77699032923051,-2.49015095592549,-5.60194728678673,-8.64257099343162,-11.8837933139476,-14.7077846810005,-15.5277437022275,-16.4500784996639
13.65,-7.59157088431016,-5.15463913567642,-3.82428523063262,-2.85908408024297,-2.73429995334794,-2.45390794475146,-5.77029123546731,-8.8030272311292,-12.0319520520548,-14.8262864816274,-15.64177447123,-16.5439150444129
13.7,-7.35542641351572,-5.03721379285864,-3.75399340793908,-2.81428865997091,-2.69261413198047,-2.41844962520328,-5.93790801360262,-8.96237810507574,-12.1786195827144,-14.9429236432937,-15.7538592589686,-16.635725995854
13.75,-7.13194122950866,-4.92429957747081,-3.68579891684842,-2.77057591119739,-2.65189859432891,-2.38375138355168,-6.10477973939848,-9.1206069416703,-12.3237833422718,-15.0576906652285,-15.8639950090157,-16.7255134009984
13.8,-6.9201563777457,-4.81564612790211,-3.61961090411005,-2.72790788641296,-2.61212059996962,-2.34978961614787,-6.27088855703095,-9.27769716649749,-12.4674309742949,-15.1705823624442,-15.9721790286252,-16.8132796823405
13.85,-6.71920421280131,-4.71102105351766,-3.55534365226417,-2.68624837889119,-2.573248854653,-2.31654167829259,-6.43621663971156,-9.43363230804511,-12.609550331922,-15.2815938654306,-16.0784089870388,-16.8990276346432
13.9,-6.52829821254567,-4.61020836950958,-3.4929162237608,-2.64556282434833,-2.53525343158616,-2.28398583617306,-6.60074619286782,-9.58839600151499,-12.750129480227,-15.3907206197939,-16.1826829136829,-16.9827604216085
13.95,-6.34672405509734,-4.51300709046508,-3.43225213410998,-2.60581820917549,-2.49810569778852,-2.25210122165572,-6.76445945743811,-9.74197199272372,-12.889156698603,-15.4979583858302,-16.2849991962634,-17.0644815724368
14,-6.17383179351008,-4.41922996444858,-3.37327905135244,-2.56698298473791,-2.46177824514395,-2.22086778973895,-6.92733871327883,-9.8943441420899,-13.0266204831595,-15.6033032380438,-16.3853565787506,-17.1441949782724
14.05,-6.00902898415162,-4.32870233170362,-3.31592851942363,-2.52902698727976,-2.42624482580465,-2.19026627848549,-7.08936628268352,-10.0454964287063,-13.1625095491312,-15.7067515646002,-16.4837541592652,-17.2219048885414
14.1,-5.85177464364671,-4.24126109407241,-3.26013570323529,-2.4919213630125,-2.39148029163016,-2.16027817126778,-7.25052453401112,-10.1954129544949,-13.2968128332973,-15.808300066718,-16.5801913878552,-17.297615907181
14.15,-5.70157392601774,-4.1567537829501,-3.20583915352087,-2.45563849800069,-2.35746053737143,-2.13088566117226,-7.41079588542351,-10.3440779484385,-13.4295194964063,-15.9079457579993,-16.6746680641716,-17.3713329887618
14.2,-5.55797342634429,-4.07503771507883,-3.15298058968855,-2.4201519524914,-2.32416244733294,-2.10207161742027,-7.5701628087284,-10.4914757708902,-13.560618925605,-16.0056859636948,-16.7671843350435,-17.4430614345065
14.25,-5.42055703003756,-3.99597922677687,-3.10150469910067,-2.38543639936312,-2.29156384526758,-2.07381955367357,-7.72860783332757,-10.6375909179539,-13.6901007368695,-16.1015183199074,-16.857740691948,-17.5128068882054
14.3,-5.28894223787855,-3.91945297831718,-3.05135895135456,-2.35146756639631,-2.25964344727849,-2.04611359810276,-7.88611355026746,-10.7824080259348,-13.8179547774355,-16.1954407727272,-16.9463379683843,-17.5805753320328
14.35,-5.16277690650041,-3.8453413211446,-3.00249342627837,-2.31822218209256,-2.22838081751987,-2.01893846510509,-8.04266261639029,-10.9259118758558,-13.9441711282233,-16.2874515773082,-17.0329773371452,-17.6463730822657
14.4,-5.04173635219592,-3.77353372146911,-2.95486065447977,-2.28567792479078,-2.19775632650501,-1.99227942856705,-8.19823775858323,-11.068087398036,-14.0687401062572,-16.3775492968758,-17.1176603074939,-17.7102067849061
14.45,-4.92552077297812,-3.70392623451344,-2.90841546939585,-2.25381337484946,-2.16775111184451,-1.96612229657417,-8.35282177812318,-11.2089196767275,-14.1916522670766,-16.4657328016674,-17.2003887222411,-17.7720834112085
14.5,-4.81385294987416,-3.63642102434133,-2.86311486989181,-2.22260796968191,-2.13834704125157,-1.94045338747777,-8.50639755511595,-11.3483939548084,-14.3128984071328,-16.5520012678119,-17.2811647547319,-17.8320102531216
14.55,-4.70647619362958,-3.57092592475956,-2.81891789254454,-2.19204196144849,-2.1095266776632,-1.91525950723442,-8.65894805302391,-11.4864956385262,-14.432469566174,-16.6363541761411,-17.3599909057345,-17.8899949186368
14.6,-4.60315250746548,-3.50735403728482,-2.77578549282713,-2.16209637722466,-2.08127324633777,-1.89052792794018,-8.81045632328369,-11.623210302288,-14.550357029609,-16.7187913109361,-17.4368700002416,-17.9460453270545
14.65,-4.50366094036856,-3.44562336260369,-2.73368043448124,-2.13275298147794,-2.05357060379984,-1.86624636748666,-8.96090551000758,-11.7585236934956,-14.6665523308561,-16.7993127586051,-17.5118051841789,-18.0001697041658
14.7,-4.40779610869661,-3.38565646233859,-2.69256718642924,-2.10399424069934,-2.02640320851251,-1.84240297027145,-9.1102788547665,-11.8924217374176,-14.7810472536642,-16.8779189062994,-17.5847999210277,-18.0523765773567
14.75,-4.31536686672638,-3.32738014827217,-2.65241182663501,-2.07580329004677,-1.99975609316648,-1.81898628889955,-9.25855970145339,-12.0248905420981,-14.893833834409,-16.9546104404613,-17.6558579883607,-18.1026747706317
14.8,-4.22619510922298,-3.27072519648169,-2.6131819523753,-2.04816390186828,-1.97361483848287,-1.79598526681717,-9.40573150121965,-12.1559164032955,-15.0049043643651,-17.0293883453046,-17.7249834742931,-18.1510733995682
14.85,-4.14011469122936,-3.21562608410005,-2.57484659642969,-2.02106045598294,-1.94796554843454,-1.77338922182302,-9.55177781748579,-12.2854858094468,-15.1142513919404,-17.1022539012326,-17.7921807738519,-18.1975818661958
14.9,-4.05697045210417,-3.1620207466543,-2.53737614874043,-1.99447791160626,-1.92279482679704,-1.75118783040576,-9.69668233101868,-12.4135854466549,-15.2218677248799,-17.1732086831895,-17.8574545852675,-18.2422098538088
14.95,-3.97661733242472,-3.10985035414077,-2.50074228313118,-1.96840178081502,-1.89808975494709,-1.72937111285988,-9.84042884507527,-12.5402022036921,-15.3277464324352,-17.2422545589443,-17.9208099061841,-18.2849673217156
15,-3.89891957374541,-3.05905910418017,-2.46491788870898,-1.94281810345412,-1.87383787083165,-1.70792941913525,-9.98300129060598,-12.6653231770165,-15.4318808474887,-17.3093936873134,-17.9822520297951,-18.3258644999237
