"F [GHz]","Ldiff [] - $R_out='180um'","Ldiff [] - $R_out='190um'","Ldiff [] - $R_out='200um'","Ldiff [] - $R_out='210um'","Ldiff [] - $R_out='213um'","Ldiff [] - $R_out='220um'","Qdiff [] - $R_out='180um'","Qdiff [] - $R_out='190um'","Qdiff [] - $R_out='200um'","Qdiff [] - $R_out='210um'","Qdiff [] - $R_out='213um'","Qdiff [] - $R_out='220um'"
0.5,2.80507467350071,3.14547848406103,3.49810155768528,3.84777101164908,3.95988489754642,4.21312368632467,5.32027280945687,5.62283255805436,5.97403329777577,6.2523965454851,6.29081038128673,6.44761673298059
0.55,2.79483772597198,3.1350908991014,3.48743488663343,3.83665378168655,3.94867308191263,4.20196694091224,5.65331235309895,5.98189427185257,6.35742203562293,6.64730321844779,6.68969878948142,6.86039558959897
0.6,2.78539732693262,3.12557596327854,3.47774312639232,3.82661550383012,3.93858468502173,4.19199399014315,5.96927510969693,6.32313603663282,6.7222127629402,7.02200670174237,7.06835219147452,7.25262304326138
0.65,2.77673515800866,3.1169016682672,3.46898397307298,3.81760097744177,3.9295606219728,4.18314493968854,6.27138052212933,6.64983913096578,7.07183090343995,7.38017107793539,7.43038496322434,7.62794306268977
0.7,2.76882998099045,3.10904082528629,3.4611238934973,3.80957152620492,3.92155822439865,4.17537662236176,6.56218445163515,6.96467009095805,7.40908023400056,7.72486399437384,7.77880864666651,7.98940010164913
0.75,2.76165590582487,3.10196663206275,3.45413280882308,3.80249782561658,3.91454409657985,4.16865572402321,6.84364354828888,7.26970018681789,7.73614840506845,8.0585305232724,8.11601688150663,8.33942200689392
0.8,2.75518220510278,3.09564994338769,3.44798026973298,3.7963538449223,3.90848839737787,4.16295312909028,7.11719474573554,7.56644845285378,8.05463387799265,8.38298481087819,8.44378734391593,8.67981623040382
0.85,2.74937400378475,3.09005799152874,3.44263311265253,3.79111230246378,3.90336069196657,4.15823965089808,7.38383830059213,7.85594174545534,8.36559239426185,8.69942596985761,8.76330400075631,9.01178362698042
0.9,2.7441933700419,3.08515419326813,3.4380543881744,3.78674172748137,3.89912730222112,4.15448312615805,7.64421734578452,8.13878512584009,8.66959914902933,9.00848012036115,9.0752001123542,9.33595191851254
0.95,2.73960050728258,3.08089868309647,3.43420327835359,3.78320503165279,3.89574998202355,4.15164676670917,7.89869024645363,8.41523653224162,8.96682180177107,9.31026648493665,9.37962005487871,9.65242879818904
1,2.73555487530054,3.07724925986651,3.43103570281088,3.78045935534076,3.893185678831,4.14968859865281,8.14739420077237,8.6852807585339,9.25709910031141,9.60448224320504,9.67629608802014,9.96087255010331
1.05,2.73236099710392,3.07449389005559,3.42827977294738,3.7781995510245,3.89113401474664,4.14830004196366,8.38370617993686,8.94236408208917,9.54389551059211,9.89394274126147,9.96754266324499,10.2628412010607
1.1,2.72949047755873,3.07210168883787,3.42609330872217,3.77658135132355,3.88973952730985,4.14761308179016,8.6152564574689,9.19420215389524,9.82573678231439,10.1780084740986,10.253187768498,10.5588630248179
1.15,2.72693786041622,3.07006598885022,3.42443652981345,3.77556522464345,3.88896318292926,4.14758925691786,8.84262782245836,9.44136675273441,10.1027704986395,10.4568467642903,10.533409192286,10.849098359435
1.2,2.72469604763503,3.06837859240365,3.4232739520659,3.77511559780728,3.88876979501065,4.14819371115136,9.06628878397525,9.6843145856445,10.3751106876539,10.7305815438496,10.8083393903457,11.1336573143442
1.25,2.72275683053294,3.06703031135211,3.42257405671302,3.77520064422287,3.88912784239725,4.149395092277,9.28661349548442,9.9234075189349,10.6428468576252,10.9993046707088,11.0780771989861,11.4126130859611
1.3,2.72111130824195,3.06601138734042,3.42230892400259,3.77579200734043,3.8900092164987,4.15116536193643,9.50389846582817,10.1589295127027,10.9060502147026,11.2630839878848,11.3426962258633,11.6860116720171
1.35,2.71975021224033,3.06531181355843,3.42245386395201,3.77686449845423,3.89138893741611,4.15347955991469,9.71837645366834,10.3911006800505,11.1647779472533,11.5219690901897,11.602250888285,11.9538789839913
1.4,2.71866415394376,3.06492157672347,3.42298706322689,3.77839579302171,3.89324486433063,4.15631555096349,9.93022795061215,10.620088894041,11.4190761939098,11.7759954821944,11.8567807902792,12.2162260810002
1.45,2.7178438101758,3.06483083535668,3.42388925823035,3.78036613972041,3.89555741529494,4.1596537717408,10.1395906337291,10.846019335714,11.668982122507,12.0251876090907,12.106313928034,12.4730530463334
1.5,2.71728005912064,3.06503004782041,3.42514343885892,3.78275808994415,3.89830930487413,4.16347698833757,10.3465671279542,11.0689823324382,11.914525413483,12.2695610982561,12.3508690689512,12.7243518810811
1.55,2.7169640772551,3.06551006119598,3.42673458392735,3.7855562512635,3.90148530375748,4.16777007015799,10.5512313734143,11.2890397875973,12.1557293476664,12.5091244474145,12.5904575469524,12.9701086835185
1.6,2.71688740586939,3.06626216998365,3.42864942724919,3.78874706577719,3.905072021736,4.17251978286887,10.7536338478218,11.5062304556805,12.3926116334845,12.7438803237029,12.8250846440291,13.2103053070451
1.65,2.71704199414566,3.06727815181652,3.43087625226282,3.79231861273429,3.90905771379281,4.17771460121043,10.9538058528353,11.7205742741882,12.6251850636984,12.9738265876773,13.0547506769418,13.4449206352169
1.7,2.71742022437228,3.06855028588991,3.43340471258257,3.79626043394145,3.91343210810333,4.1833445412906,11.1517630368914,11.9320759265122,12.8534580610755,13.1989571212683,13.2794518720639,13.6739315736188
1.75,2.71801492371737,3.0700713585818,3.43622567569838,3.80056338004441,3.918186254254,4.18940101131489,11.3475082959062,12.1407277781044,13.0774351515059,13.4192625142877,13.4991810862753,13.8973138306568
1.8,2.71881936604178,3.07183465975077,3.4393310871065,3.80521947562155,3.92331238978504,4.19587667935808,11.5410341670315,12.3465123018355,13.2971173889791,13.6347306471908,13.7139284142974,14.1150425395502
1.85,2.7198272664643,3.07383397240557,3.44271385232468,3.81022180103865,3.92880382313712,4.20276535664477,11.7323248090854,12.5494040863973,13.5125027475429,13.8453471960562,13.9236817106529,14.3270927596557
1.9,2.72103277078256,3.07606355781076,3.4463677344751,3.81556438912342,3.93465483115705,4.21006189479166,11.9213576454044,12.7493715038341,13.7235864891858,14.0510960777636,14.1284270459378,14.5334398850612
1.95,2.72243044136368,3.07851813759799,3.45028726536657,3.82124213487124,3.94086056945171,4.21776209552753,12.1081047304563,12.9463780976597,13.9303615126605,14.2519598477353,14.3281491112589,14.734059981087
2,2.72401524073643,3.08119287406683,3.45446766825488,3.82725071657164,3.94741699403545,4.22586263150987,12.2925338898569,13.1403837413342,14.13281868585,14.4479200588689,14.5228315805575,14.9289300640081
2.05,2.72578251381466,3.08408334955573,3.45890479069111,3.83358652692032,3.95432079288189,4.23436097697758,12.4746096739115,13.3313456073763,14.3309471627311,14.6389575876967,14.712457437783,15.1180283354639
2.1,2.72772796944703,3.08718554553296,3.46359504608147,3.84024661285527,3.96156932614986,4.24325534710799,12.6542941572662,13.5192189797735,14.5247346852429,14.8250529320411,14.8970092738961,15.3013343802111
2.15,2.72984766180629,3.09049582187756,3.46853536277014,3.84722862301121,3.96916057400481,4.25254464507001,12.8315476110637,13.7039579362646,14.7141678698695,15.0061864832749,15.0764695573706,15.4788293337822
2.2,2.73213797199037,3.09401089668415,3.47372313962466,3.85453076183166,3.97709309109388,4.26222841588384,13.0063290691358,13.8855159221209,14.8992324786619,15.1823387754871,15.2508208809285,15.6504960250959
2.25,2.73459559009898,3.09772782682079,3.47915620724785,3.86215174950417,3.98536596685418,4.27230680630401,13.1785968057371,14.0638462331336,15.0799136743709,15.3534907133317,15.4200461866166,15.8163190979029
2.3,2.73721749796946,3.1016439893914,3.48483279406671,3.87009078699692,3.99397879094503,4.28278053004201,13.3483087392182,14.2389024222865,15.2561962594534,15.5196237799889,15.5841289709073,15.9762851141076
2.35,2.74000095269021,3.10575706419546,3.49075149665633,3.87834752557408,4.0029316231884,4.29365083773099,13.515422773382,14.4106386420842,15.4280648988684,15.6807202264227,15.7430534711837,16.130382641369
2.4,2.74294347096585,3.11006501723368,3.49691125374947,3.88692204025101,4.01222496748653,4.30491949111193,13.6798970862694,14.5790099323682,15.5955043266762,15.8367632429961,15.8968048347981,16.2786023268574
2.45,2.74604281437087,3.11456608527677,3.50331132346224,3.89581480672577,4.02185974925761,4.31658874099013,13.8416903743726,14.7439724618222,15.7584995366156,15.9877371143606,16.0453692717216,16.4209369587216
2.5,2.74929697550591,3.11925876149185,3.50995126333319,3.90502668138693,4.0318372959935,4.32866130856926,14.0007620589623,14.905483729957,15.9170359569497,16.1336273585356,16.1887341917173,16.5573815164987
2.55,2.75270416504859,3.12414178210415,3.51683091283098,3.91455888405251,4.04215932059783,4.3411403698238,14.1570724600679,15.0635027352829,16.071099609984,16.2744208509567,16.3268883268998,16.687933211502
2.6,2.75626279968064,3.1292141140605,3.52395037803493,3.92441298314281,4.05282790720993,4.35402954261574,14.3105829427633,15.2179901144342,16.2206772567387,16.4101059343458,16.4598218404861,16.81259151805
2.65,2.75997149086244,3.13447494365527,3.5313100182346,3.93459088303108,4.06384549926037,4.36733287630246,14.4612560396555,15.3689082562819,16.3657565273291,16.5406725151385,16.5875264225012,16.9313581962716
2.7,2.76382903442032,3.13992366607294,3.53891043423021,3.94509481335048,4.07521488953995,4.38105484361665,14.6090555528632,15.5162213944436,16.5063260376869,16.6661121472415,16.7099953731786,17.0442373071232
2.75,2.7678344009086,3.14555987580117,3.54675245814568,3.95592732006763,4.08693921209339,4.39520033463165,14.7539466382748,15.6598956810703,16.6423754932416,16.7864181038463,16.8272236747663,17.1512352201802
2.8,2.77198672670643,3.15138335786641,3.55483714459334,3.9670912581584,4.09902193577638,4.40977465265088,14.8958958744513,15.7998992443983,16.7738957802569,16.9015854380143,16.9392080524174,17.2523606147153
2.85,2.7762853058084,3.15739407984521,3.56316576305,3.97858978574506,4.11146685933711,4.42478351188552,15.0348713181774,15.9362022321707,16.9008790455047,17.0116110327297,17.0459470248306,17.3476244745051
2.9,2.78072958226876,3.16359218460529,3.57173979132481,3.99042635957382,4.12427810790352,4.44023303680441,15.1708425484085,16.0687768427418,17.0233187649588,17.1164936411,17.1474409452853,17.4370400768035
2.95,2.78531914326004,3.1699779837326,3.58056091001453,4.00260473172892,4.13746013077555,4.45612976305987,15.3037807000767,16.1975973454381,17.141209802201,17.2162339173448,17.2436920336841,17.5206229758776
3,2.79005371270764,3.17655195160242,3.58963099785668,4.01512894749454,4.15101770043638,4.47248063990927,15.4336584890522,16.3226400915307,17.2545484572146,17.3108344392204,17.3347044002081,17.5983909814673
3.05,2.79493314546427,3.18331472005511,3.59895212790301,4.02800334428976,4.16495591271054,4.4892930340672,15.5604502293342,16.4438835169832,17.3633325062113,17.4002997224767,17.4204840611587,17.6703641325477
3.1,2.79995742199019,3.19026707364007,3.60852656444654,4.04123255161246,4.17928018800916,4.5065747349368,15.6841318434794,16.56130813803,17.4675612331437,17.4846362279463,17.501038947547,17.7365646667162
3.15,2.80512664350643,3.19740994539289,3.61835676064413,4.05482149193953,4.19399627361266,4.52433396118108,15.8046808670458,16.6748965404413,17.5672354535102,17.5638523618115,17.576378906955,17.7970169855474
3.2,2.81044102759103,3.20474441311454,3.62844535678532,4.0687753825388,4.20911024695107,4.54257936860585,15.9220764478207,16.7846333633019,17.662357531048,17.6379584696019,17.6465156992011,17.8517476162319
3.25,2.81590090418998,3.21227169612311,3.63879517916444,4.08309973815794,4.22462851985123,4.56132005933681,16.0362993404511,16.890505277955,17.7529313878629,17.7069668244319,17.7114629862757,17.9007851698069
3.3,2.82150671201645,3.21999315245123,3.64940923951962,4.0978003745611,4.24055784372703,4.58056559228261,16.1473318970417,16.9925009627625,17.8389625085651,17.7708916099653,17.7712363170385,17.9441602962781
3.35,2.82725899531427,3.22791027646444,3.66029073500762,4.11288341289256,4.25690531569716,4.60032599488497,16.255158054208,17.0906110741726,17.9204579388769,17.8297488985807,17.8258531071195,17.9819056369286
3.4,2.83315840096299,3.23602469687848,3.67144304868837,4.12835528485172,4.27367838562047,4.62061177616546,16.3597633170181,17.1848282146173,17.99742627924,17.8835566251728,17.8753326144433,18.0140557740887
3.45,2.83920567590397,3.24433817515504,3.68286975049698,4.14422273867005,4.29088486404592,4.64143394108682,16.4611347402174,17.2751468976322,18.0698776738369,17.9323345570167,17.9196959107937,18.040647178641
3.5,2.84540166486849,3.25285260425758,3.69457459868544,4.16049284588545,4.30853293107993,4.66280400625501,16.5592609070596,17.3615635105907,18.1378237954874,17.9761042600863,17.9589658498005,18.0617181555303
3.55,2.85174730839042,3.26157000775113,3.70656154171926,4.17717300891495,4.32663114617862,4.68473401699577,16.6541319060607,17.4440762753883,18.2012778268043,18.014889062211,17.9931670317082,18.0773087875206
3.6,2.85824364108773,3.27049253923112,3.71883472061757,4.19427096943109,4.34518845887936,4.70723656584765,16.7457393059367,17.5226852073781,18.2602544379899,18.0487140134107,18.0223257652848,18.0874608774476
3.65,2.86489179019809,3.27962248206836,3.73139847172811,4.211794817552,4.36421422048967,4.73032481252118,16.8340761289697,17.5973920728199,18.3147697616352,18.0776058437581,18.0464700271844,18.0922178892022
3.7,2.87169297435552,3.28896224945903,3.74425732993135,4.22975300185947,4.38371819675783,4.75401250538205,16.9191368230162,17.668200345111,18.3648413648407,18.1015929190677,18.0656294190837,18.0916248876677
3.75,2.8786485025964,3.29851438476939,3.75741603227006,4.24815434026395,4.40371058155376,4.77831400452421,17.0009172323489,17.7351151599785,18.4104882189804,18.1207051947164,18.0798351228671,18.0857284778154
3.8,2.88575977358348,3.3082815621669,3.77087952200338,4.26700803173926,4.42420201159471,4.80324430650766,17.0794145675076,17.798143269873,18.4517306673849,18.134974167861,18.089119854154,18.0745767431746
3.85,2.89302827503881,3.31826658753078,3.78465295308639,4.28632366895441,4.44520358225473,4.82881907084399,17.154627374315,17.8572929977058,18.4885903912228,18.1444328283164,18.0935178144008,18.0582191838571
3.9,2.90045558337654,3.32847239963586,3.7987416950784,4.30611125183423,4.46672686450278,4.85505464832265,17.2265555021927,17.912574190116,18.5210903738169,18.1491156083335,18.0930646418331,18.0367066543255
3.95,2.90804336352808,3.3389020716051,3.81315133848507,4.32638120208469,4.4887839230194,4.88196811128026,17.2952000719146,17.9639981704,18.5492548636407,18.1490583314962,18.0877973614271,18.0100913010736
4,2.91579336895262,3.34955881262753,3.82788770054145,4.34714437872359,4.51138733554799,4.90957728592591,17.3605634428984,18.0115776912366,18.5731093361953,18.1442981609506,18.0777543341466,17.9784265003774
4.05,2.92370744182731,3.36044596993895,3.84295683144524,4.36841209466192,4.53455021354216,4.93790078684638,17.4226491801537,18.0553268873332,18.5926804549782,18.1348735471579,18.0629752056296,17.9417667962722
4.1,2.93178751341154,3.3715670310641,3.85836502105103,4.39019613438589,4.55828622417752,4.96695805382729,17.4814620209698,18.0952612280976,18.6079960317138,18.1208241753477,18.0435008545096,17.9001678388924
4.15,2.94003560458137,3.38292562632038,3.87411880603838,4.41250877279498,4.58260961380225,4.99676939113855,17.5370078414355,18.1313974704346,18.6190849860227,18.1021909128365,18.0193733405352,17.8536863233078
4.2,2.94845382653005,3.39452553158333,3.89022497756881,4.43536279525685,4.60753523290853,5.02735600944686,17.5892936228622,18.1637536117568,18.6259773046866,18.0790157563714,17.9906358526407,17.8023799289713
4.25,2.95704438163165,3.40637067131614,3.90669058944809,4.45877151894515,4.63307856271376,5.05874007053242,17.6383274181916,18.1923488432877,18.6287040006426,18.0513417796238,17.9573326571144,17.7463072598974
4.3,2.96580956446574,3.41846512186571,3.92352296681283,4.482748815533,4.65925574344902,5.09094473500342,17.6841183184403,18.2172035037428,18.6272970718482,18.0192130809779,17.9195090459953,17.6855277856668
4.35,2.97475176300085,3.43081311502885,3.94072971536224,4.50730913532105,4.68608360446062,5.12399421321952,17.7266764192469,18.2383390334352,18.6217894601287,17.9826747317207,17.877211285814,17.6201017833545
4.4,2.98387345993605,3.44341904189361,3.95831873115762,4.53246753288583,4.7135796962402,5.15791381965462,17.7660127875773,18.2557779288875,18.6122150101229,17.9417727247424,17.8304865667932,17.5500902804639
4.45,2.99317723419973,3.45628745696115,3.97629821101505,4.5582396943421,4.74176232450838,5.19273003095013,17.8021394286254,18.2695436979886,18.5986084284215,17.8965539238484,17.779382952606,17.4755549989436
4.5,3.0026657626058,3.46942308255488,3.99467666351869,4.58464196632032,4.77065058648847,5.22847054793322,17.8350692529725,18.2796608157521,18.5810052429947,17.8470660137639,17.7239493307807,17.3965583003568
4.55,3.01234182166761,3.48283081352457,4.01346292068438,4.61169138676948,4.80026440951814,5.2651643618991,17.8648160440275,18.2861546807203,18.5594417629839,17.7933574509158,17.6642353638382,17.3131631322608
4.6,3.02220828957082,3.49651572225391,4.03266615030622,4.63940571770484,4.83062459215992,5.30284182548439,17.8913944257935,18.2890515720513,18.5339550389389,17.7354774150605,17.6002914412328,17.2254329758534
4.65,3.03226814830686,3.51048306398132,4.05229586902109,4.66780348003,4.86175284798544,5.34153472848879,17.9148198309962,18.2883786073247,18.5045828235634,17.6734757618189,17.532168632164,17.1334317949311
4.7,3.04252448596877,3.52473828244476,4.07236195612931,4.69690399057429,4.89367185222347,5.38127637903567,17.9351084695953,18.284163701102,18.4713635330294,17.6074029761764,17.4599186393176,17.0372239861976
4.75,3.05298049921253,3.53928701586222,4.0928746682124,4.72672740149793,4.92640529147849,5.4221016904989,17.9522772977224,18.2764355242617,18.4343362089127,17.537310126997,17.3835937535856,16.9368743309584
4.8,3.06363949588656,3.55413510326102,4.11384465459243,4.75729474223093,4.95997791674473,5.46404727466382,17.9663439870496,18.2652234641422,18.3935404808008,17.4632488225903,17.3032468098165,16.8324479482299
4.85,3.07450489783335,3.56928859117003,4.13528297368082,4.78862796412566,4.99441559996059,5.50715154163529,17.9773268946291,18.2505575855054,18.3490165296088,17.3852711673724,17.2189311436267,16.7240102492809
4.9,3.0855802438674,3.58475374069012,4.15720111026806,4.82074998801876,5.02974539437007,5.55145480705509,17.9852450332178,18.232468592351,18.3008050516453,17.3034297196471,17.1307005493116,16.6116268936265
4.95,3.09686919293402,3.60053703495958,4.17961099381034,4.85368475491501,5.06599559898185,5.59699940724634,17.9901180420964,18.2109877905815,18.248947223458,17.2177774505347,17.0386092388849,16.4953637464872
5,3.10837552745449,3.61664518703266,4.20252501777266,4.88745728002444,5.10319582744317,5.6438298229631,17.9919661584192,18.1861470515459,18.1934846674826,17.1283677040703,16.9427118022633,16.3752868377165
5.05,3.12010315686321,3.63308514819041,4.22595606009344,4.92209371040439,5.14137708167441,5.69199281249174,17.990810189085,18.1579787764642,18.1344594185239,17.0352541584842,16.8430631686225,16.2514623222047
5.1,3.13205612134346,3.64986411670527,4.24991750484008,4.95762138648066,5.18057183064237,5.74153755492552,17.9866714831625,18.1265158617461,18.0719138910841,16.9384907886781,16.7397185689329,16.1239564417531
5.15,3.14423859576858,3.66698954708149,4.27442326513074,4.99406890774649,5.22081409468546,5.79251580451813,17.9795719048664,18.0917916652043,18.0058908475558,16.8381318299047,16.6327334996861,15.992835488418
5.2,3.15665489385624,3.68446915979621,4.29948780740325,5.03146620296514,5.26213953584278,5.84498205711539,17.9695338071018,18.0538399731734,17.9364333672866,16.7342317426541,16.5221636878189,15.8581657693129
5.25,3.16930947254423,3.70231095156697,4.32512617711848,5.0698446052319,5.30458555468226,5.89899372976928,17.9565800055827,18.0126949685361,17.8635848165345,16.626845178748,16.4080650568369,15.7200135728606
5.3,3.18220693659631,3.7205232061738,4.35135402599268,5.10923693228385,5.34819139417056,5.95461135475489,17.9407337535299,17.9683911996491,17.7873888193092,16.5160269486396,16.2904936941372,15.5784451364773
5.35,3.19535204344821,3.73911450586628,4.37818764086018,5.14967757248232,5.39299825118007,6.01189878934247,17.9220187169575,17.9209635501843,17.7078892291096,16.4018319899137,16.1695058195256,15.4335266156759
5.4,3.20874970830367,3.75809374338743,4.40564397427671,5.19120257693294,5.43904939628699,6.07092344282324,17.9004589505463,17.8704472098675,17.6251301015572,16.2843153369782,16.0451577549228,15.2853240545652
5.45,3.22240500949196,3.77747013464966,4.43374067698171,5.23384975825243,5.48639030257949,6.13175652245268,17.8760788741135,17.8168776461196,17.539155667923,16.1635320919382,15.9175058952511,15.1339033577257
5.5,3.23632319409865,3.79725323209963,4.46249613234836,5.27765879654057,5.53506878426722,6.19447330016082,17.8489032496795,17.7602905765942,17.4500103095471,16.0395373966396,15.7866066804877,14.9793302634387
5.55,3.25050968388244,3.81745293881234,4.49192949295983,5.32267135316997,5.58513514596382,6.25915340208773,17.8189571591254,17.7007219426063,17.3577385331438,15.9123864058686,15.6525165688753,14.8216703182412
5.6,3.2649700814917,3.83807952335697,4.52206071946223,5.36893119306707,5.63664234360429,6.32588112323829,17.7862659824569,17.6382078834408,17.2623849469882,15.7821342616873,15.5152920112709,14.6609888527823
5.65,3.27971017699542,3.8591436354809,4.55291062185698,5.41648431622439,5.68964615805872,6.39474576981676,17.7508553766574,17.5727847115402,17.1639942379731,15.6488360688947,15.3749894266189,14.4973509589509
5.7,3.29473595474416,3.88065632266115,4.58450090340896,5.46537909925951,5.74420538261654,6.46584203210297,17.71275125514,17.504488888556,17.0626111495313,15.5125468715845,15.2316651785262,14.3308214682459
5.75,3.31005360057769,3.90262904757626,4.61685420736168,5.51566644791874,5.80038202564068,6.53927039107389,17.6719797677933,17.4333570022582,16.9582804604083,15.3733216307897,15.0853755529254,14.1614649313589
5.8,3.32566950939741,3.92507370655602,4.64999416666734,5.56739996151697,5.85824152983155,6.61513756236196,17.6285672816149,17.3594257442894,16.8510469642747,15.2312152031813,14.9361767367976,13.9893455989367
5.85,3.34159029312231,3.9480026490699,4.68394545695705,5.62063611040856,5.91785300969907,6.69355698158311,17.5825403619352,17.2827318887552,16.7409554501694,15.0862823208083,14.7841247979388,13.8145274034926
5.9,3.35782278904919,3.97142869832046,4.71873385299641,5.67543442770033,5.97928950901811,6.77464933556998,17.5339257542222,17.2033122716377,16.6280506837548,14.9385775718489,14.629275665743,13.6370739424326
5.95,3.37437406863878,3.99536517301251,4.75438628889327,5.73185771654762,6.04262828024298,6.85854314461962,17.4827503664643,17.1212037710167,16.5123773893715,14.7881553823517,14.4716851129801,13.4570484621644
6,3.39125144675111,4.01982591037431,4.79093092234793,5.7899722745203,6.10795108808196,6.94537540152128,17.429041252129,17.0364432880925,16.3939802328808,14.6350699989407,14.3114087385419,13.274513843254
6.05,3.40846249135503,4.04482529051309,4.82839720326214,5.84984813668908,6.17534453968714,7.03529227388125,17.3728255936856,16.9490677289889,16.2729038052738,14.4793754724601,14.1485019511332,13.0895325865981
6.1,3.4260150337384,4.07037826219326,4.86681594705207,5.91155933926704,6.24490044420345,7.12844987712502,17.3141306866911,16.859113987328,16.1491926070345,14.3211256425321,13.9830199538798,12.9021668005754
6.15,3.44391717924756,4.0965003701329,4.90621941304193,5.9751842058483,6.31671620474649,7.22501512654877,17.2529839244318,16.7666189275609,16.0228910332409,14.1603741230004,13.8150177298302,12.7124781891455
6.2,3.46217731858638,4.12320778392136,4.94664138834976,6.04080565852011,6.39089524624944,7.3251666779363,17.1894127831118,16.6716193690377,15.8940433593847,13.9971742882367,13.6445500283207,12.5205280408592
6.25,3.48080413970729,4.15051732866899,4.98811727771562,6.1085115563891,6.46754748304015,7.42909596757784,17.1234448075815,16.574152070806,15.7626937278938,13.8315792602797,13.4716713521805,12.3263772187473
6.3,3.49980664032953,4.17844651750915,5.03068419976484,6.17839506436126,6.54678983048873,7.53700836405547,17.0551075976016,16.4742537171174,15.6288861353416,13.6636418967819,13.2964359457483,12.1300861510535
6.35,3.51919414112127,4.20701358608188,5.07438109024618,6.25055505535505,6.62874676561318,7.64912444593233,16.9844287946293,16.3719609036323,15.4926644203223,13.4934147797387,13.1188977836744,11.9317148227782
6.4,3.53897629958606,4.23623752913963,5.11924881283728,6.32509654951156,6.71355094215486,7.76568142154305,16.9114360691244,16.2673101243028,15.3540722519779,13.3209502049702,12.9391105604796,11.7313227679998
6.45,3.55916312469595,4.26613813942654,5.16533027816751,6.40213119440398,6.80134386635183,7.8869347094822,16.8361571083623,16.1603377589199,15.2131531191566,13.1463001723322,12.7571276808468,11.5289690629404
6.5,3.57976499231728,4.29673604899572,5.2126705717729,6.4817777907475,6.8922766404581,8.01315970119054,16.7586196047484,16.051080061311,15.0699503201865,12.969516376629,12.5730022506155,11.3247123197441
6.55,3.60079266147819,4.32805277314243,5.26131709176955,6.56416286867998,6.98651078200055,8.14465373031742,16.6788512446219,15.9395731481674,14.9245069532462,12.7906501992012,12.3867870684556,11.1186106809342
6.6,3.6222572915305,4.36011075714614,5.31131969711177,6.64942132033511,7.08421912785124,8.28173827738642,16.5968796975449,15.8258529884909,14.7768659073143,12.6097527001639,12.1985346181912,10.910721814521
6.65,3.64417046026261,4.39293342603127,5.36273086739006,6.73769709517503,7.18558683344643,8.42476144281506,16.5127326060618,15.7099553936394,14.627069853681,12.4268746112691,12.0082970617507,10.7011029097251
