"F [GHz]","Ldiff [] - $W='15um'","Ldiff [] - $W='17.5um'","Ldiff [] - $W='20um'","Ldiff [] - $W='22.5um'","Ldiff [] - $W='25um'","Ldiff [] - $W='27.5um'","Ldiff [] - $W='30um'","Qdiff [] - $W='15um'","Qdiff [] - $W='17.5um'","Qdiff [] - $W='20um'","Qdiff [] - $W='22.5um'","Qdiff [] - $W='25um'","Qdiff [] - $W='27.5um'","Qdiff [] - $W='30um'"
6.45,15.99123203383,14.3349258376655,13.066182662249,13.0018803856798,11.953602445399,11.1394142179722,10.3069024842253,8.73957445912019,9.52267715057725,9.62626249443366,8.68319498050706,9.03322850773684,9.08022366621265,9.07975462816778
6.5,16.4214915610257,14.6838704726679,13.3652293434519,13.3340504287589,12.2444291472323,11.4041542485304,10.5445610599746,8.49073106142491,9.27222163708754,9.38246791565578,8.4408937306682,8.79136932618668,8.84245221313243,8.84955661691903
6.55,16.8793700253544,15.0533706396761,13.6809762930007,13.6865984696697,12.5523731026187,11.6841758410062,10.7955949047899,8.23970384439495,9.01981349457353,9.13704266822836,8.19691749422784,8.54789567354849,8.60305480010442,8.61769260463698
6.6,17.3675254397882,15.4452366002267,14.0148128126948,14.0613919544201,12.8789373321639,11.9807935189325,11.061123989446,7.98657386067286,8.7655327279412,8.89006240239125,7.95133941419418,8.30287948965852,8.36210203373943,8.38423017018752
6.65,17.8889619138569,15.8614946007522,14.3682845955559,14.4605293191531,13.2258031608478,12.2954745602637,11.3423949426871,7.73142195920424,8.50945876367624,8.64160193119729,7.70423211193187,8.05639209943477,8.11966395265757,8.14923640451955
6.7,18.4470864345281,16.3044194162587,14.7431159220058,14.8863758778653,13.5948568274222,12.629861325099,11.6407990616549,7.47432875104461,8.25167042661629,8.39173521735532,7.45566767207537,7.80850420215371,7.87581001744089,7.9127779007526
6.75,19.0457768302771,16.7765728116999,15.1412356522941,15.3416063777882,13.9882208584174,12.9857975000271,11.9578933956769,7.21537457618539,7.99224591793718,8.14053536128165,7.20571762818569,7.55928586145714,7.63060910126543,7.67492074490188
6.8,19.6894634525428,17.280849172931,15.5648077696307,15.8292556399914,14.4082911898475,13.3653590514678,12.2954255085924,6.9546394714001,7.73126279433024,7.88807459032147,6.95445294912923,7.30880649606247,7.38412948118523,7.43573050721534
6.85,20.3832277374428,17.8205298563456,16.01626739666,16.3527790296553,14.8577812432984,13.7708908575171,12.6553626567177,6.69220313910966,7.46879794834653,7.63442424910225,6.7019440261595,7.05713487114985,7.13643883004268,7.19527223409716
6.9,21.1329215955791,18.3993481790276,16.4983634162695,16.9161249012153,15.3397744389059,14.2050502059034,13.0399262814099,6.42814491726458,7.20492758988158,7.37965479098093,6.44826066068035,6.80433909040084,6.88760420897827,6.95361044059219
